"Mã khách hàng","Tên khách hàng","Ngày xuất hóa đơn","Ngày chốt chỉ số","Ngày thanh toán","Kỳ","Doanh thu","Số tiền sau thuế","Sản lượng","Sản lượng phản kháng","Đính kèm","Địa chỉ","Địa chỉ: Địa chỉ KCN"
"KCNYM-004","CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS","30/11/2024","30/11/2024","04/12/2024","2","109.583.524 ₫","118.350.206 ₫","51.260",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-005","CÔNG TY TNHH CÔNG NGHIỆP TITAN (HƯNG YÊN)","30/11/2024","30/11/2024","07/12/2024","1","16.985.821 ₫","18.344.687 ₫","5.144",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-002A","CÔNG TY TNHH CÔNG NGHỆ MÔI TRƯỜNG LIHUA (VIỆT NAM)","30/11/2024","30/11/2024","07/12/2024","1","137.765.807 ₫","137.765.807 ₫","62.486",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","20/11/2024","20/11/2024","22/11/2024","2","144.972.678 ₫","144.972.678 ₫","69.222",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","20/11/2024","20/11/2024","21/11/2024","2","64.330.260 ₫","69.476.681 ₫","36.120",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-003","CÔNG TY TNHH ĐIỆN KHÍ JILI VIỆT NAM","15/11/2024","15/11/2024","17/11/2024","1","141.222.614 ₫","152.520.423 ₫","64.395",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-004","CÔNG TY CP THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS","15/11/2024","15/11/2024","19/11/2024","1","130.887.576 ₫","141.358.582 ₫","60.720",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","10/11/2024","10/11/2024","14/11/2024","1","76.722.720 ₫","82.860.538 ₫","40.020",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","10/11/2024","10/11/2024","09/11/2024","1","138.849.654 ₫","138.849.654 ₫","66.264",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","31/10/2024","31/10/2024","06/11/2024","3","140.941.494 ₫","140.941.494 ₫","67.584",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-004","CÔNG TY TNHH HANA E&C","31/10/2024","31/10/2024","14/11/2024","1","5.282.359 ₫","5.704.948 ₫","2.441",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","31/10/2024","31/10/2024","09/11/2024","1","41.434.812 ₫","44.749.597 ₫","18.673",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-003","CÔNG TY TNHH ĐIỆN KHÍ JILI VIỆT NAM","31/10/2024","31/10/2024","04/11/2024","2","156.616.696 ₫","169.146.032 ₫","71.402",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNTH-007","CÔNG TY TNHH SINHER TECHNOLOGY VIỆT NAM","31/10/2024","31/10/2024","06/11/2024","1","33.752.096 ₫","33.752.096 ₫","15.960",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-009A","CHI NHÁNH CÔNG TY TNHH XÂY DỰNG VÀ ĐẦU TƯ THƯƠNG MẠI HỢP NHẤT VIỆT NAM","31/10/2024","31/10/2024","12/11/2024","1","2.272.872 ₫","2.454.702 ₫","1.097",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-001","CÔNG TY ĐẦU TƯ HẠ TẦNG VÀ ĐÔ THỊ VIGLACERA - CN TỔNG CT VIGLACERA - CTCP	","31/10/2024","31/10/2024","07/11/2024","1","24.648.098 ₫","26.619.946 ₫","11.509",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-008","CÔNG TY TNHH HUM&C VINA","31/10/2024","31/10/2024","07/11/2024","1","19.654.716 ₫","21.227.093 ₫","8.889",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","31/10/2024","31/10/2024","04/11/2024","2","132.829.380 ₫","143.455.730 ₫","76.050",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNTH-005"," CÔNG TY CỔ PHẦN FTA E&C VIỆT NAM","31/10/2024","31/10/2024","11/11/2024","1","18.043.303 ₫","19.486.767 ₫","8.586",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-004","CÔNG TY CP THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS","31/10/2024","31/10/2024","01/11/2024","2","130.597.112 ₫","141.044.881 ₫","59.376",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-002A","CÔNG TY TNHH CÔNG NGHỆ MÔI TRƯỜNG LIHUA (VIỆT NAM)","31/10/2024","31/10/2024","12/11/2024","1","139.185.188 ₫","139.185.188 ₫","62.772",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNPĐ-001","CÔNG TY ĐẦU TƯ PHÁT TRIỂN HẠ TẦNG VIGLACERA - CHI NHÁNH TỔNG CÔNG TY VIGLACERA","31/10/2024","31/10/2024","06/11/2024","1","3.945.406 ₫","4.261.038 ₫","1.935",,"1","KCNPĐ","KCN Phong Điền, xã Phong Điền, Thành phố Huế"
"KCNYM-005","CÔNG TY TNHH CÔNG NGHIỆP TITAN (HƯNG YÊN)","31/10/2024","31/10/2024","05/11/2024","1","3.177.994 ₫","3.432.234 ₫","926",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNPĐ-002","CÔNG TY TNHH MAY MẶC AMP VIỆT NAM - PHONG ĐIỀN","31/10/2024","31/10/2024","10/11/2024","1","90.723.728 ₫","97.981.626 ₫","41.469",,"1","KCNPĐ","KCN Phong Điền, xã Phong Điền, Thành phố Huế"
"KCN03-002A","CÔNG TY CỔ PHẦN XÂY DỰNG SỐ 1","31/10/2024","31/10/2024","10/11/2024","1","7.144.417 ₫","7.715.970 ₫","3.401",,"1","KCN03","KCN số 3, xã Ân Thi, tỉnh Hưng Yên"
"KCNTH-006","CÔNG TY CỔ PHẦN THIẾT KẾ VÀ XÂY DỰNG GIZA VIỆT NAM","31/10/2024","31/10/2024","06/11/2024","1","18.594.272 ₫","20.081.814 ₫","8.834",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-010A","CÔNG TY TNHH XÂY DỰNG TRUNG QUỐC SAUSUM (VIỆT NAM)","31/10/2024","31/10/2024","28/11/2024","1","27.650.299 ₫","29.862.323 ₫","12.955",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","20/10/2024","20/10/2024","26/10/2024","2","149.418.654 ₫","149.418.654 ₫","70.392",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-003","CÔNG TY TNHH ĐIỆN KHÍ JILI VIỆT NAM","15/10/2024","15/10/2024","19/10/2024","1","135.050.682 ₫","145.854.737 ₫","63.782",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","15/10/2024","15/10/2024","20/10/2024","1","144.325.050 ₫","155.871.054 ₫","81.000",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-004","CÔNG TY CP THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS","15/10/2024","15/10/2024","17/10/2024","1","127.109.528 ₫","137.278.290 ₫","61.412",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","10/10/2024","10/10/2024","08/10/2024","1","143.993.658 ₫","143.993.658 ₫","71.022",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-008","CÔNG TY TNHH HUM&C VINA","30/09/2024","30/09/2024","05/10/2024","1","635.980 ₫","686.858 ₫","290",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-0010","CÔNG TY TNHH FANTASY TECH","30/09/2024","30/09/2024","05/10/2024","1","8.394.236 ₫","9.065.775 ₫","4.114",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-001","CÔNG TY ĐẦU TƯ HẠ TẦNG VÀ ĐÔ THỊ VIGLACERA - CN TỔNG CT VIGLACERA - CTCP	","30/09/2024","30/09/2024","05/10/2024","1","21.955.314 ₫","23.711.739 ₫","10.761",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-004","CÔNG TY TNHH HANA E&C","30/09/2024","30/09/2024","11/10/2024","1","8.072.899 ₫","8.718.731 ₫","3.896",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNPĐ-002","CÔNG TY TNHH MAY MẶC AMP VIỆT NAM - PHONG ĐIỀN","30/09/2024","30/09/2024","09/10/2024","1","69.975.328 ₫","75.573.354 ₫","32.892",,"1","KCNPĐ","KCN Phong Điền, xã Phong Điền, Thành phố Huế"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","30/09/2024","30/09/2024","06/10/2024","3","139.521.612 ₫","139.521.612 ₫","69.798",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","30/09/2024","30/09/2024","09/10/2024","1","33.042.493 ₫","35.685.892 ₫","15.937",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-005"," CÔNG TY CỔ PHẦN FTA E&C VIỆT NAM","30/09/2024","30/09/2024","03/10/2024","1","19.605.810 ₫","21.174.275 ₫","9.840",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-009A","CHI NHÁNH CÔNG TY TNHH XÂY DỰNG VÀ ĐẦU TƯ THƯƠNG MẠI HỢP NHẤT VIỆT NAM","30/09/2024","30/09/2024","10/10/2024","1","2.879.901 ₫","3.110.293 ₫","1.389",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-007","CÔNG TY TNHH SINHER TECHNOLOGY VIỆT NAM","30/09/2024","30/09/2024","11/10/2024","1","40.316.096 ₫","40.316.096 ₫","19.644",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNPĐ-001","CÔNG TY ĐẦU TƯ PHÁT TRIỂN HẠ TẦNG VIGLACERA - CHI NHÁNH TỔNG CÔNG TY VIGLACERA","30/09/2024","30/09/2024","09/10/2024","1","3.464.418 ₫","3.741.571 ₫","1.787",,"1","KCNPĐ","KCN Phong Điền, xã Phong Điền, Thành phố Huế"
"KCNTH-006","CÔNG TY CỔ PHẦN THIẾT KẾ VÀ XÂY DỰNG GIZA VIỆT NAM","30/09/2024","30/09/2024","04/10/2024","1","14.676.151 ₫","15.850.243 ₫","7.234",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-004","CÔNG TY CP THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS","30/09/2024","30/09/2024","05/10/2024","2","118.723.972 ₫","128.221.890 ₫","58.308",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-002","CÔNG TY TNHH QUỐC TẾ THỊNH VƯỢNG","30/09/2024","30/09/2024","11/10/2024","1","105.333.809 ₫","113.760.514 ₫","50.176",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","30/09/2024","30/09/2024","05/10/2024","2","131.737.980 ₫","142.277.018 ₫","76.680",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-003","CÔNG TY TNHH ĐIỆN KHÍ JILI VIỆT NAM","30/09/2024","30/09/2024","04/10/2024","2","109.261.782 ₫","118.002.725 ₫","51.363",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","20/09/2024","20/09/2024","23/09/2024","2","144.376.038 ₫","144.376.038 ₫","71.412",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-004","CÔNG TY CP THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS","15/09/2024","15/09/2024","17/09/2024","1","99.905.336 ₫","107.897.763 ₫","34.880",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-003","CÔNG TY TNHH ĐIỆN KHÍ JILI VIỆT NAM","15/09/2024","15/09/2024","17/09/2024","1","122.700.655 ₫","132.516.707 ₫","49.475",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","15/09/2024","15/09/2024","18/09/2024","1","121.441.020 ₫","131.156.302 ₫","70.740",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","10/09/2024","10/09/2024","16/09/2024","1","96.389.076 ₫","96.389.076 ₫","48.264",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","31/08/2024","31/08/2024","04/09/2024","3","12.062.344 ₫","13.027.332 ₫","5.951",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-002","CÔNG TY TNHH QUỐC TẾ THỊNH VƯỢNG","31/08/2024","31/08/2024","10/09/2024","1","56.875.550 ₫","61.425.594 ₫","27.475",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNTH-005"," CÔNG TY CỔ PHẦN FTA E&C VIỆT NAM","31/08/2024","31/08/2024","10/09/2024","1","21.334.324 ₫","23.041.070 ₫","10.751",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNPĐ-002","CÔNG TY TNHH MAY MẶC AMP VIỆT NAM - PHONG ĐIỀN","31/08/2024","31/08/2024","04/09/2024","1","81.995.738 ₫","88.555.397 ₫","38.322",,"1","KCNPĐ","KCN Phong Điền, xã Phong Điền, Thành phố Huế"
"KCNTH-004","CÔNG TY TNHH HANA E&C","31/08/2024","31/08/2024","09/06/2024","1","10.630.448 ₫","11.480.884 ₫","5.187",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNPĐ-001","CÔNG TY ĐẦU TƯ PHÁT TRIỂN HẠ TẦNG VIGLACERA - CHI NHÁNH TỔNG CÔNG TY VIGLACERA","31/08/2024","31/08/2024","08/09/2024","1","3.291.208 ₫","3.554.505 ₫","1.782",,"1","KCNPĐ","KCN Phong Điền, xã Phong Điền, Thành phố Huế"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","31/08/2024","31/08/2024","03/09/2024","2","103.904.910 ₫","112.217.303 ₫","57.510",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-004","CÔNG TY CP THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS","31/08/2024","31/08/2024","31/08/2024","2","122.743.052 ₫","132.562.496 ₫","68.932",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","31/08/2024","31/08/2024","07/09/2024","3","164.514.402 ₫","164.514.402 ₫","80.568",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-003","CÔNG TY TNHH ĐIỆN KHÍ JILI VIỆT NAM","31/08/2024","31/08/2024","04/09/2024","2","140.872.011 ₫","152.141.772 ₫","75.899",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNTH-007","CÔNG TY TNHH SINHER TECHNOLOGY VIỆT NAM","31/08/2024","31/08/2024","05/09/2024","1","29.593.804 ₫","29.593.804 ₫","14.456",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-006","CÔNG TY CỔ PHẦN THIẾT KẾ VÀ XÂY DỰNG GIZA VIỆT NAM","31/08/2024","31/08/2024","13/09/2024","1","15.370.406 ₫","16.600.038 ₫","7.574",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-001","CÔNG TY ĐẦU TƯ HẠ TẦNG VÀ ĐÔ THỊ VIGLACERA - CN TỔNG CT VIGLACERA - CTCP	","31/08/2024","31/08/2024","04/09/2024","1","26.052.592 ₫","28.136.799 ₫","12.848",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-009A","CHI NHÁNH CÔNG TY TNHH XÂY DỰNG VÀ ĐẦU TƯ THƯƠNG MẠI HỢP NHẤT VIỆT NAM","31/08/2024","31/08/2024","05/09/2024","1","2.173.284 ₫","2.347.147 ₫","1.046",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","20/08/2024","20/08/2024","25/08/2024","2","145.166.220 ₫","145.166.220 ₫","72.330",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","20/08/2024","20/08/2024","26/08/2024","2","10.517.289 ₫","11.358.672 ₫","5.296",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","15/08/2024","15/08/2024","16/08/2024","1","66.692.700 ₫","72.028.116 ₫","37.530",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-004","CÔNG TY CP THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS","15/08/2024","15/08/2024","16/08/2024","1","97.497.720 ₫","105.297.538 ₫","46.340",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-003","CÔNG TY TNHH ĐIỆN KHÍ JILI VIỆT NAM","15/08/2024","15/08/2024","19/08/2024","1","127.387.014 ₫","137.577.975 ₫","60.186",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","10/08/2024","10/08/2024","13/08/2024","1","11.802.138 ₫","12.746.309 ₫","5.917",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","10/08/2024","10/08/2024","17/08/2024","1","155.525.892 ₫","155.525.892 ₫","77.208",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNPĐ-001","CÔNG TY ĐẦU TƯ PHÁT TRIỂN HẠ TẦNG VIGLACERA - CHI NHÁNH TỔNG CÔNG TY VIGLACERA","31/07/2024","31/07/2024","08/08/2024","1","2.542.849 ₫","2.746.277 ₫","1.346",,"1","KCNPĐ","KCN Phong Điền, xã Phong Điền, Thành phố Huế"
"KCNPĐ-002","CÔNG TY TNHH MAY MẶC AMP VIỆT NAM - PHONG ĐIỀN","31/07/2024","31/07/2024","10/08/2024","1","76.986.374 ₫","83.145.284 ₫","36.066",,"1","KCNPĐ","KCN Phong Điền, xã Phong Điền, Thành phố Huế"
"KCNTH-001","CÔNG TY ĐẦU TƯ HẠ TẦNG VÀ ĐÔ THỊ VIGLACERA - CN TỔNG CT VIGLACERA - CTCP	","31/07/2024","31/07/2024","05/08/2024","1","27.074.197 ₫","29.240.133 ₫","13.418",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","31/07/2024","31/07/2024","03/08/2024","3","92.603.154 ₫","92.603.154 ₫","46.206",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","31/07/2024","31/07/2024","07/08/2024","3","12.940.807 ₫","13.976.072 ₫","6.613",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-004","CÔNG TY TNHH HANA E&C","31/07/2024","31/07/2024","05/08/2024","1","8.099.958 ₫","8.747.955 ₫","4.017",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-006","CÔNG TY CỔ PHẦN THIẾT KẾ VÀ XÂY DỰNG GIZA VIỆT NAM","31/07/2024","31/07/2024","05/08/2024","1","15.161.672 ₫","16.374.606 ₫","7.583",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-005"," CÔNG TY CỔ PHẦN FTA E&C VIỆT NAM","31/07/2024","31/07/2024","05/08/2024","1","15.094.234 ₫","16.301.773 ₫","7.571",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-003","CÔNG TY TNHH ĐIỆN KHÍ JILI VIỆT NAM","31/07/2024","31/07/2024","09/08/2024","2","128.359.343 ₫","138.628.090 ₫","59.582",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-002","CÔNG TY TNHH QUỐC TẾ THỊNH VƯỢNG","31/07/2024","31/07/2024","10/08/2024","1","17.364.836 ₫","18.754.023 ₫","8.579",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","31/07/2024","31/07/2024","05/08/2024","2","84.831.930 ₫","91.618.484 ₫","49.230",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-004","CÔNG TY CP THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS","31/07/2024","31/07/2024","05/08/2024","2","95.224.952 ₫","102.842.948 ₫","45.248",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNTH-007","CÔNG TY TNHH SINHER TECHNOLOGY VIỆT NAM","31/07/2024","31/07/2024","05/08/2024","1","17.618.460 ₫","17.618.460 ₫","8.780",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","20/07/2024","20/07/2024","25/07/2024","2","145.442.262 ₫","145.442.262 ₫","71.958",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","20/07/2024","20/07/2024","24/07/2024","2","13.430.229 ₫","14.504.647 ₫","6.686",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-003","CÔNG TY TNHH ĐIỆN KHÍ JILI VIỆT NAM","15/07/2024","15/07/2024","15/07/2024","1","126.920.377 ₫","137.074.007 ₫","58.773",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","15/07/2024","15/07/2024","21/07/2024","1","64.714.890 ₫","69.892.081 ₫","36.300",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-004","CÔNG TY CP THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS","15/07/2024","15/07/2024","20/07/2024","1","112.887.572 ₫","121.918.578 ₫","55.888",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","10/07/2024","10/07/2024","15/07/2024","1","148.137.384 ₫","148.137.384 ₫","74.286",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","10/07/2024","10/07/2024","14/07/2024","1","13.713.922 ₫","14.811.036 ₫","6.923",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNPĐ-001","CÔNG TY ĐẦU TƯ PHÁT TRIỂN HẠ TẦNG VIGLACERA - CHI NHÁNH TỔNG CÔNG TY VIGLACERA","30/06/2024","30/06/2024","02/07/2024","1","1.689.611 ₫","1.824.780 ₫","854",,"1","KCNPĐ","KCN Phong Điền, xã Phong Điền, Thành phố Huế"
"KCNPĐ-002","CÔNG TY TNHH MAY MẶC AMP VIỆT NAM - PHONG ĐIỀN","30/06/2024","30/06/2024","06/07/2024","1","74.549.910 ₫","80.513.903 ₫","34.835",,"1","KCNPĐ","KCN Phong Điền, xã Phong Điền, Thành phố Huế"
